155.10 10.00  -602848.428713
156.83 10.00  -602848.645252
157.61 10.00  -602849.295034
158.48 10.00  -602849.140448
158.76 10.00  -602849.457243
72.18  20.00  -602841.539455
72.43  20.00  -602840.657780
72.62  20.00  -602841.969897
73.40  20.00  -602839.262173
73.77  20.00  -602842.091481
75.25  20.00  -602837.372793
75.70  20.00  -602842.127532
78.35  20.00  -602835.148473
78.55  20.00  -602842.311394
82.49  20.00  -602842.768992
83.37  20.00  -602833.002360
87.58  20.00  -602843.471733
90.81  20.00  -602831.564409
93.75  20.00  -602844.327125
100.17 20.00  -602831.224570
100.87 20.00  -602845.227082
108.72 20.00  -602846.069598
109.69 20.00  -602831.756132
117.01 20.00  -602846.799392
118.47 20.00  -602832.881284
125.21 20.00  -602847.404659
126.63 20.00  -602834.614798
132.79 20.00  -602847.865239
134.24 20.00  -602837.008766
139.41 20.00  -602848.150428
141.06 20.00  -602839.905060
144.99 20.00  -602848.276680
146.86 20.00  -602842.870553
149.56 20.00  -602848.338266
151.51 20.00  -602845.453250
153.21 20.00  -602848.430699
154.95 20.00  -602847.343778
155.92 20.00  -602848.616746
157.15 20.00  -602848.449741
157.58 20.00  -602848.830900
158.03 20.00  -602848.868322
71.86  30.00  -602842.600014
72.05  30.00  -602841.426362
72.27  30.00  -602843.236377
72.81  30.00  -602839.634607
73.40  30.00  -602843.463213
74.15  30.00  -602837.177917
75.35  30.00  -602843.485921
76.30  30.00  -602834.071205
78.25  30.00  -602843.560851
80.11  30.00  -602830.620255
82.24  30.00  -602843.873951
87.18  30.00  -602827.766533
87.34  30.00  -602844.458571
93.51  30.00  -602845.236700
97.99  30.00  -602826.618349
100.61 30.00  -602846.089749
108.44 30.00  -602846.901356
109.90 30.00  -602827.386890
116.69 30.00  -602847.604152
119.67 30.00  -602829.118677
124.82 30.00  -602848.174827
127.95 30.00  -602831.440099
132.31 30.00  -602848.579405
135.37 30.00  -602834.325538
138.80 30.00  -602848.770093
141.89 30.00  -602837.588198
144.21 30.00  -602848.741892
147.37 30.00  -602840.805476
148.63 30.00  -602848.562416
151.69 30.00  -602843.565637
152.14 30.00  -602848.332767
154.76 30.00  -602848.115410
154.78 30.00  -602845.609392
156.46 30.00  -602847.905699
156.61 30.00  -602846.897959
157.14 30.00  -602847.580742
72.62  40.00  -602844.355183
72.77  40.00  -602845.085998
73.06  40.00  -602843.095703
73.64  40.00  -602845.371814
74.01  40.00  -602841.242680
75.39  40.00  -602838.717663
75.39  40.00  -602845.381404
77.17  40.00  -602835.443062
78.16  40.00  -602845.351970
79.42  40.00  -602831.375870
82.09  40.00  -602845.507826
82.34  40.00  -602826.592010
87.18  40.00  -602845.950273
92.07  40.00  -602822.677202
93.33  40.00  -602846.627149
100.40 40.00  -602847.408915
108.19 40.00  -602848.161185
108.95 40.00  -602822.846290
116.36 40.00  -602848.799898
120.98 40.00  -602825.070779
124.39 40.00  -602849.283623
129.47 40.00  -602827.953931
131.73 40.00  -602849.560290
136.67 40.00  -602831.295384
138.09 40.00  -602849.558985
142.86 40.00  -602834.867294
143.37 40.00  -602849.264065
147.63 40.00  -602848.734001
147.98 40.00  -602838.257286
150.99 40.00  -602848.052537
151.91 40.00  -602841.102603
153.53 40.00  -602847.300472
154.57 40.00  -602843.217704
155.25 40.00  -602846.516949
155.94 40.00  -602844.665914
156.10 40.00  -602845.683136
73.90  50.00  -602846.955967
74.14  50.00  -602846.215222
74.39  50.00  -602847.308899
75.02  50.00  -602845.038326
75.81  50.00  -602847.367762
76.46  50.00  -602843.376092
78.33  50.00  -602847.303084
78.44  50.00  -602841.156449
80.99  50.00  -602838.313751
82.12  50.00  -602847.333056
84.29  50.00  -602834.840759
87.14  50.00  -602847.618496
88.72  50.00  -602830.913272
93.25  50.00  -602848.164310
94.99  50.00  -602826.896686
100.30 50.00  -602848.848914
103.29 50.00  -602823.178289
108.04 50.00  -602849.525237
116.16 50.00  -602850.094284
121.60 50.00  -602821.264473
124.12 50.00  -602850.497398
130.79 50.00  -602824.356702
131.37 50.00  -602850.658010
137.60 50.00  -602850.481915
137.90 50.00  -602828.020720
142.73 50.00  -602849.926164
143.79 50.00  -602831.798849
146.84 50.00  -602849.031678
148.55 50.00  -602835.273653
150.03 50.00  -602847.875295
152.05 50.00  -602838.128878
152.43 50.00  -602846.528900
154.09 50.00  -602845.075636
154.23 50.00  -602840.311332
155.00 50.00  -602843.560677
155.13 50.00  -602842.020404
75.07  60.00  -602848.444727
75.18  60.00  -602848.820848
75.75  60.00  -602847.777995
76.28  60.00  -602848.923385
77.11  60.00  -602846.814828
78.57  60.00  -602848.837463
79.13  60.00  -602845.522527
81.81  60.00  -602843.831101
82.21  60.00  -602848.759215
85.24  60.00  -602841.677798
87.17  60.00  -602848.901653
89.64  60.00  -602839.079878
93.26  60.00  -602849.325894
95.15  60.00  -602836.181638
100.29 60.00  -602849.924529
101.66 60.00  -602833.171724
108.03 60.00  -602850.542666
108.62 60.00  -602830.183636
115.31 60.00  -602827.284843
116.14 60.00  -602851.072727
121.23 60.00  -602824.497432
124.12 60.00  -602851.451842
131.39 60.00  -602851.594314
137.59 60.00  -602851.374828
138.57 60.00  -602824.956746
142.61 60.00  -602850.707850
144.40 60.00  -602828.744962
146.54 60.00  -602849.594858
148.88 60.00  -602832.216791
149.54 60.00  -602848.080962
151.72 60.00  -602846.241182
152.00 60.00  -602835.111014
153.19 60.00  -602844.160942
153.73 60.00  -602837.505699
154.04 60.00  -602841.938769
154.28 60.00  -602839.712041
75.63  70.00  -602849.764125
75.83  70.00  -602849.460763
76.52  70.00  -602849.781703
76.92  70.00  -602848.929364
78.70  70.00  -602849.575834
78.77  70.00  -602848.232181
81.30  70.00  -602847.366531
82.30  70.00  -602849.381302
84.56  70.00  -602846.281533
87.25  70.00  -602849.444969
88.56  70.00  -602844.886518
93.31  70.00  -602843.131937
93.33  70.00  -602849.820922
98.74  70.00  -602841.039188
100.36 70.00  -602850.390672
104.60 70.00  -602838.694001
108.10 70.00  -602850.993847
110.63 70.00  -602836.225812
116.22 70.00  -602851.521203
116.58 70.00  -602833.773158
122.17 70.00  -602831.396277
124.25 70.00  -602851.914486
126.97 70.00  -602828.952824
130.43 70.00  -602826.374172
131.64 70.00  -602852.104853
137.96 70.00  -602851.975584
143.05 70.00  -602851.410355
146.95 70.00  -602850.343237
148.88 70.00  -602830.424864
149.79 70.00  -602848.779695
151.71 70.00  -602846.740511
151.93 70.00  -602833.422804
152.88 70.00  -602844.291706
153.44 70.00  -602836.119728
153.50 70.00  -602841.564957
153.74 70.00  -602838.783927
75.73  80.00  -602850.084427
76.08  80.00  -602850.020141
76.56  80.00  -602849.855028
77.44  80.00  -602849.708094
78.76  80.00  -602849.474473
79.69  80.00  -602849.275887
82.39  80.00  -602849.226033
82.70  80.00  -602848.800050
86.39  80.00  -602848.255126
87.35  80.00  -602849.313121
90.72  80.00  -602847.544646
93.43  80.00  -602849.723166
95.55  80.00  -602846.524766
100.46 80.00  -602850.316798
100.71 80.00  -602845.112435
106.11 80.00  -602843.336208
108.20 80.00  -602850.939313
111.65 80.00  -602841.319187
116.34 80.00  -602851.486903
117.22 80.00  -602839.205351
122.65 80.00  -602837.052962
124.39 80.00  -602851.907249
127.67 80.00  -602834.774762
131.86 80.00  -602852.143122
132.12 80.00  -602832.494674
136.07 80.00  -602830.927991
138.37 80.00  -602852.120160
143.72 80.00  -602851.752878
147.82 80.00  -602850.960926
150.77 80.00  -602849.696988
151.67 80.00  -602834.530433
152.66 80.00  -602847.922675
153.48 80.00  -602837.321143
153.58 80.00  -602845.632132
153.82 80.00  -602840.050868
153.82 80.00  -602842.917571
75.65  90.00  -602849.727391
76.01  90.00  -602850.042993
76.55  90.00  -602849.225000
77.47  90.00  -602850.108290
78.81  90.00  -602848.762025
79.91  90.00  -602850.011044
82.49  90.00  -602848.581642
83.25  90.00  -602849.875932
87.32  90.00  -602849.751125
87.46  90.00  -602848.767756
91.88  90.00  -602849.555906
93.53  90.00  -602849.246602
96.75  90.00  -602849.113749
100.56 90.00  -602849.882074
101.78 90.00  -602848.274386
106.92 90.00  -602846.997062
108.30 90.00  -602850.535178
112.19 90.00  -602845.347872
116.45 90.00  -602851.113839
117.58 90.00  -602843.454597
122.97 90.00  -602841.368350
124.51 90.00  -602851.563776
128.35 90.00  -602839.194359
132.01 90.00  -602851.830983
133.66 90.00  -602837.290854
138.62 90.00  -602851.865954
138.99 90.00  -602836.494994
144.22 90.00  -602851.646458
145.05 90.00  -602837.523657
148.70 90.00  -602851.151569
151.76 90.00  -602840.441894
152.00 90.00  -602850.343194
154.16 90.00  -602849.164519
154.20 90.00  -602843.154957
155.22 90.00  -602847.565463
155.23 90.00  -602845.542233
75.57  100.00 -602848.835335
75.85  100.00 -602849.485171
76.56  100.00 -602848.213017
77.27  100.00 -602850.008538
78.90  100.00 -602847.818649
79.74  100.00 -602850.370395
82.60  100.00 -602847.771437
83.20  100.00 -602850.634277
87.46  100.00 -602850.864336
87.56  100.00 -602848.060924
92.23  100.00 -602851.036132
93.62  100.00 -602848.604737
97.23  100.00 -602851.004558
100.65 100.00 -602849.283868
102.24 100.00 -602850.574891
107.26 100.00 -602849.644431
108.39 100.00 -602849.968165
112.40 100.00 -602848.227990
116.54 100.00 -602850.566540
117.73 100.00 -602846.419310
123.32 100.00 -602844.383171
124.62 100.00 -602851.031255
129.17 100.00 -602842.392693
132.12 100.00 -602851.320073
135.18 100.00 -602841.038414
138.76 100.00 -602851.384596
141.23 100.00 -602840.932690
144.47 100.00 -602851.226592
147.21 100.00 -602842.249720
149.23 100.00 -602850.910061
152.30 100.00 -602844.393810
152.95 100.00 -602850.470716
155.52 100.00 -602846.415493
155.53 100.00 -602849.886819
156.92 100.00 -602849.090366
156.98 100.00 -602847.974687
75.56  110.00 -602847.811823
75.74  110.00 -602848.592553
76.64  110.00 -602847.234986
77.07  110.00 -602849.440635
79.01  110.00 -602846.965028
79.50  110.00 -602850.241015
82.71  110.00 -602847.027950
82.95  110.00 -602850.952633
87.26  110.00 -602851.573364
87.66  110.00 -602847.393200
92.11  110.00 -602852.068502
93.71  110.00 -602847.993488
97.12  110.00 -602852.297870
100.73 110.00 -602848.713577
102.12 110.00 -602852.079234
107.12 110.00 -602851.293541
108.46 110.00 -602849.413363
112.30 110.00 -602849.950543
116.60 110.00 -602849.999860
117.82 110.00 -602848.182332
123.73 110.00 -602846.262534
124.69 110.00 -602850.442511
130.06 110.00 -602844.639826
132.21 110.00 -602850.718798
136.57 110.00 -602843.873894
138.87 110.00 -602850.796808
142.90 110.00 -602844.244778
144.60 110.00 -602850.681321
148.78 110.00 -602845.613483
149.45 110.00 -602850.451533
153.44 110.00 -602850.210412
153.56 110.00 -602847.306129
156.40 110.00 -602850.021250
156.76 110.00 -602848.653650
158.08 110.00 -602849.826925
158.27 110.00 -602849.453456
75.63  120.00 -602847.044292
75.74  120.00 -602847.805133
76.74  120.00 -602846.551561
76.99  120.00 -602848.761890
79.12  120.00 -602846.364102
79.35  120.00 -602849.811703
82.77  120.00 -602850.860700
82.82  120.00 -602846.491449
87.04  120.00 -602851.828770
87.76  120.00 -602846.912277
91.78  120.00 -602852.598313
93.80  120.00 -602847.556708
96.65  120.00 -602852.977983
100.80 120.00 -602848.282898
101.56 120.00 -602852.802674
106.63 120.00 -602852.003744
108.51 120.00 -602848.935468
112.00 120.00 -602850.653815
116.64 120.00 -602849.438734
117.84 120.00 -602848.973249
124.17 120.00 -602847.326531
124.72 120.00 -602849.797638
130.88 120.00 -602846.165888
132.27 120.00 -602850.022401
137.65 120.00 -602845.872523
138.95 120.00 -602850.100795
144.11 120.00 -602846.510467
144.69 120.00 -602850.039869
149.56 120.00 -602849.907831
149.87 120.00 -602847.777064
153.61 120.00 -602849.805214
154.43 120.00 -602849.043888
156.75 120.00 -602849.832769
157.55 120.00 -602849.838531
158.66 120.00 -602849.986830
158.98 120.00 -602850.083727
75.74  130.00 -602846.680332
75.82  130.00 -602847.410322
76.85  130.00 -602846.221525
77.05  130.00 -602848.372791
79.23  130.00 -602846.064844
79.39  130.00 -602849.503585
82.75  130.00 -602850.710287
82.92  130.00 -602846.228847
86.82  130.00 -602851.841422
87.86  130.00 -602846.681354
91.30  130.00 -602852.689719
93.88  130.00 -602847.307121
95.97  130.00 -602853.050088
100.82 130.00 -602852.794717
100.86 130.00 -602847.936016
105.97 130.00 -602851.926803
108.55 130.00 -602848.438888
111.59 130.00 -602850.609856
116.66 130.00 -602848.787290
117.77 130.00 -602849.126692
124.47 130.00 -602847.850703
124.74 130.00 -602849.020223
131.48 130.00 -602847.134735
132.29 130.00 -602849.171078
138.42 130.00 -602847.187710
139.00 130.00 -602849.241513
144.77 130.00 -602849.244529
144.91 130.00 -602847.946460
149.65 130.00 -602849.239680
150.55 130.00 -602849.051949
153.69 130.00 -602849.313917
154.97 130.00 -602849.971708
156.84 130.00 -602849.542578
157.93 130.00 -602850.375132
158.81 130.00 -602849.917653
159.24 130.00 -602850.282159
75.86  140.00 -602846.703634
75.98  140.00 -602847.450065
76.96  140.00 -602846.234744
77.23  140.00 -602848.434630
79.34  140.00 -602846.082188
79.57  140.00 -602849.603171
82.78  140.00 -602850.840883
83.02  140.00 -602846.247294
86.53  140.00 -602851.925554
87.94  140.00 -602846.643018
90.69  140.00 -602852.619648
93.95  140.00 -602847.117028
95.16  140.00 -602852.758100
99.97  140.00 -602852.284307
100.92 140.00 -602847.541251
105.24 140.00 -602851.304464
108.60 140.00 -602847.847274
111.11 140.00 -602850.049264
116.72 140.00 -602848.035351
117.58 140.00 -602848.823089
124.55 140.00 -602847.939691
124.80 140.00 -602848.156324
131.76 140.00 -602847.626028
132.34 140.00 -602848.238685
138.81 140.00 -602847.963587
139.04 140.00 -602848.286472
144.82 140.00 -602848.325943
145.30 140.00 -602848.811552
149.71 140.00 -602848.433055
150.85 140.00 -602849.806919
153.76 140.00 -602848.697348
155.14 140.00 -602850.511855
156.90 140.00 -602849.161518
158.01 140.00 -602850.689105
158.82 140.00 -602849.786576
159.24 140.00 -602850.376019
76.02  150.00 -602847.080175
76.19  150.00 -602847.879008
77.09  150.00 -602846.573856
77.49  150.00 -602848.925369
79.45  150.00 -602846.379566
79.76  150.00 -602850.133022
82.69  150.00 -602851.313278
83.11  150.00 -602846.446871
86.07  150.00 -602852.195610
88.02  150.00 -602846.651575
89.86  150.00 -602852.562910
94.04  150.00 -602846.898326
94.11  150.00 -602852.318126
98.92  150.00 -602851.517454
101.02 150.00 -602847.131228
104.36 150.00 -602850.335054
108.73 150.00 -602847.319713
110.51 150.00 -602849.075157
116.84 150.00 -602847.451650
117.26 150.00 -602848.039864
124.47 150.00 -602847.496738
124.90 150.00 -602847.542337
131.82 150.00 -602847.566015
132.43 150.00 -602847.590109
138.92 150.00 -602848.225499
139.10 150.00 -602847.593192
144.87 150.00 -602847.599903
145.39 150.00 -602849.249823
149.76 150.00 -602847.717650
150.86 150.00 -602850.269234
153.82 150.00 -602848.072742
155.09 150.00 -602850.897473
156.93 150.00 -602848.718374
157.93 150.00 -602850.939037
158.84 150.00 -602849.585098
159.22 150.00 -602850.428077
76.23  160.00 -602847.742609
76.44  160.00 -602848.628019
77.24  160.00 -602847.140873
77.71  160.00 -602849.745119
79.57  160.00 -602846.813753
79.76  160.00 -602850.935367
82.29  160.00 -602851.934555
83.23  160.00 -602846.682784
85.23  160.00 -602852.476039
88.15  160.00 -602846.675198
88.64  160.00 -602852.401664
92.69  160.00 -602851.694634
94.20  160.00 -602846.785055
97.52  160.00 -602850.501001
101.21 160.00 -602847.001549
103.22 160.00 -602849.081640
108.93 160.00 -602847.261731
109.67 160.00 -602847.738928
116.73 160.00 -602846.781051
117.04 160.00 -602847.498136
124.20 160.00 -602846.459932
125.07 160.00 -602847.666893
131.72 160.00 -602846.851055
132.55 160.00 -602847.732224
138.90 160.00 -602847.866315
139.18 160.00 -602847.680824
144.91 160.00 -602847.574761
145.35 160.00 -602849.170258
149.79 160.00 -602847.566344
150.74 160.00 -602850.332966
153.86 160.00 -602847.833654
154.93 160.00 -602851.005890
156.98 160.00 -602848.475432
157.80 160.00 -602850.988581
158.82 160.00 -602849.411246
159.10 160.00 -602850.370438
76.47  170.00 -602848.516183
76.67  170.00 -602849.528363
77.45  170.00 -602847.756600
77.75  170.00 -602850.680843
79.45  170.00 -602851.745458
79.74  170.00 -602847.247864
81.54  170.00 -602852.441018
83.40  170.00 -602846.954809
84.04  170.00 -602852.547666
87.10  170.00 -602851.968496
88.34  170.00 -602846.886306
90.95  170.00 -602850.762361
94.42  170.00 -602847.066862
95.85  170.00 -602849.152156
101.46 170.00 -602847.464197
101.79 170.00 -602847.457763
108.62 170.00 -602846.014729
109.16 170.00 -602847.944595
116.04 170.00 -602845.101037
117.25 170.00 -602848.382801
123.77 170.00 -602844.931176
125.25 170.00 -602848.698791
131.48 170.00 -602845.570740
132.68 170.00 -602848.833181
138.77 170.00 -602846.894244
139.26 170.00 -602848.758522
144.96 170.00 -602848.536300
145.20 170.00 -602848.489489
149.82 170.00 -602848.335719
150.54 170.00 -602849.882609
153.88 170.00 -602848.372635
154.68 170.00 -602850.696505
156.96 170.00 -602848.786479
157.52 170.00 -602850.801966
158.73 170.00 -602849.527033
158.92 170.00 -602850.315411
76.70  180.00 -602849.211031
76.75  180.00 -602850.318437
77.60  180.00 -602851.446417
77.70  180.00 -602848.306164
78.95  180.00 -602852.324025
79.98  180.00 -602847.684013
80.69  180.00 -602852.692315
82.83  180.00 -602852.378571
83.63  180.00 -602847.375132
85.60  180.00 -602851.332251
88.58  180.00 -602847.413663
89.22  180.00 -602849.626028
94.02  180.00 -602847.536495
94.66  180.00 -602847.807017
100.13 180.00 -602845.475204
101.68 180.00 -602848.446235
107.36 180.00 -602843.861385
109.37 180.00 -602849.155203
115.24 180.00 -602842.985614
117.45 180.00 -602849.785584
123.30 180.00 -602842.983990
125.41 180.00 -602850.249432
131.22 180.00 -602843.863702
132.81 180.00 -602850.478945
138.57 180.00 -602845.453320
139.37 180.00 -602850.431484
145.00 180.00 -602847.329670
145.04 180.00 -602850.158863
149.87 180.00 -602849.814444
150.30 180.00 -602848.992635
153.87 180.00 -602849.609145
154.39 180.00 -602850.084604
156.86 180.00 -602849.692739
157.20 180.00 -602850.511379
158.51 180.00 -602850.031199
158.62 180.00 -602850.404682
76.75  190.00 -602850.849963
76.84  190.00 -602849.738981
77.39  190.00 -602851.890808
77.93  190.00 -602848.794952
78.50  190.00 -602852.581497
79.99  190.00 -602852.685562
80.22  190.00 -602848.173022
81.92  190.00 -602852.061978
83.85  190.00 -602847.953640
84.45  190.00 -602850.670399
87.81  190.00 -602848.574642
88.78  190.00 -602848.159567
92.31  190.00 -602846.020200
94.83  190.00 -602848.742262
98.30  190.00 -602843.459619
101.83 190.00 -602849.558068
105.82 190.00 -602841.470134
109.53 190.00 -602850.414420
114.26 190.00 -602840.495035
117.61 190.00 -602851.170526
122.81 190.00 -602840.636929
125.59 190.00 -602851.744916
130.98 190.00 -602841.774134
132.98 190.00 -602852.068180
138.41 190.00 -602843.665225
139.53 190.00 -602852.090731
144.81 190.00 -602845.839289
145.17 190.00 -602851.839077
149.94 190.00 -602851.444590
150.03 190.00 -602847.827496
153.82 190.00 -602851.064703
154.02 190.00 -602849.292256
156.64 190.00 -602850.828538
156.78 190.00 -602850.169092
158.16 190.00 -602850.717594
158.19 190.00 -602850.573440
76.71  200.00 -602851.101863
76.90  200.00 -602850.082029
77.24  200.00 -602852.018250
78.06  200.00 -602849.208397
78.22  200.00 -602852.547317
79.59  200.00 -602852.474398
80.37  200.00 -602848.663891
81.40  200.00 -602851.673932
83.78  200.00 -602850.097186
83.98  200.00 -602848.553703
86.90  200.00 -602847.785055
88.89  200.00 -602848.890877
91.06  200.00 -602844.939870
94.92  200.00 -602849.589591
96.57  200.00 -602841.949304
101.93 200.00 -602850.491000
103.79 200.00 -602839.397027
109.65 200.00 -602851.410245
112.66 200.00 -602837.983335
117.78 200.00 -602852.229299
121.94 200.00 -602838.061252
125.78 200.00 -602852.874377
130.62 200.00 -602839.415034
133.20 200.00 -602853.279852
138.20 200.00 -602841.614653
139.73 200.00 -602853.388743
144.56 200.00 -602844.125543
145.33 200.00 -602853.205422
149.67 200.00 -602846.473422
150.01 200.00 -602852.818539
153.53 200.00 -602848.355176
153.72 200.00 -602852.342404
156.18 200.00 -602849.716505
156.31 200.00 -602851.847351
157.58 200.00 -602850.655018
157.63 200.00 -602851.318602
76.69  210.00 -602851.045300
76.87  210.00 -602850.177155
77.24  210.00 -602851.825222
78.04  210.00 -602849.448202
78.25  210.00 -602852.249138
79.61  210.00 -602852.108908
80.37  210.00 -602849.033780
81.38  210.00 -602851.265429
83.67  210.00 -602849.651344
83.99  210.00 -602849.035764
86.63  210.00 -602847.276983
88.89  210.00 -602849.455706
90.46  210.00 -602844.312361
94.93  210.00 -602850.202611
95.42  210.00 -602841.109146
101.84 210.00 -602838.164017
101.96 210.00 -602851.123209
109.74 210.00 -602852.053957
110.15 210.00 -602836.145869
117.93 210.00 -602852.894156
120.05 210.00 -602835.742587
125.99 210.00 -602853.587484
129.64 210.00 -602837.063740
133.43 210.00 -602854.066672
137.66 210.00 -602839.506994
139.96 210.00 -602854.263162
144.06 210.00 -602842.337043
145.49 210.00 -602854.167268
149.08 210.00 -602845.048462
150.02 210.00 -602853.821125
152.81 210.00 -602847.353724
153.55 210.00 -602853.299784
155.38 210.00 -602849.197462
155.90 210.00 -602852.625530
156.80 210.00 -602850.645104
156.99 210.00 -602851.762132
76.71  220.00 -602850.634166
76.81  220.00 -602849.960578
77.41  220.00 -602851.271891
77.93  220.00 -602849.427776
78.60  220.00 -602851.651743
80.11  220.00 -602851.559514
80.24  220.00 -602849.181767
81.96  220.00 -602850.825980
83.86  220.00 -602849.304607
84.24  220.00 -602849.334286
87.08  220.00 -602847.056883
88.78  220.00 -602849.790440
90.64  220.00 -602844.124999
94.85  220.00 -602850.556083
95.14  220.00 -602840.857468
100.81 220.00 -602837.735638
101.92 220.00 -602851.465682
108.01 220.00 -602835.374300
109.75 220.00 -602852.380264
116.98 220.00 -602834.398953
118.01 220.00 -602853.220302
126.14 220.00 -602853.944890
127.15 220.00 -602835.251431
133.61 220.00 -602854.488628
136.17 220.00 -602837.688938
140.13 220.00 -602854.772834
142.98 220.00 -602840.760783
145.60 220.00 -602854.767396
148.05 220.00 -602843.811953
150.01 220.00 -602854.487458
151.79 220.00 -602846.526658
153.35 220.00 -602853.974128
154.42 220.00 -602848.814344
155.49 220.00 -602853.203854
155.95 220.00 -602850.671570
156.34 220.00 -602852.125802
76.67  230.00 -602849.462433
76.72  230.00 -602849.908383
77.65  230.00 -602850.377614
77.70  230.00 -602849.156657
79.16  230.00 -602850.742877
80.00  230.00 -602849.093856
81.01  230.00 -602850.792773
83.10  230.00 -602850.307570
83.65  230.00 -602849.334903
85.53  230.00 -602849.112958
88.40  230.00 -602847.117127
88.59  230.00 -602849.873317
91.83  230.00 -602844.391796
94.69  230.00 -602850.640482
95.97  230.00 -602841.192133
101.01 230.00 -602837.990517
101.79 230.00 -602851.523773
107.27 230.00 -602835.430309
109.66 230.00 -602852.404791
114.99 230.00 -602834.145336
117.95 230.00 -602853.219744
124.05 230.00 -602834.537343
126.15 230.00 -602853.943089
133.39 230.00 -602836.635807
133.69 230.00 -602854.521597
140.23 230.00 -602854.875505
141.02 230.00 -602839.751864
145.69 230.00 -602854.964265
146.55 230.00 -602843.053784
150.05 230.00 -602854.782682
150.58 230.00 -602846.091823
153.28 230.00 -602854.341156
153.46 230.00 -602848.695855
155.22 230.00 -602853.587893
155.24 230.00 -602850.813241
155.86 230.00 -602852.433680
76.41  240.00 -602848.841633
76.61  240.00 -602849.052655
77.41  240.00 -602848.740759
77.79  240.00 -602849.326100
79.69  240.00 -602849.630797
79.74  240.00 -602848.823504
82.02  240.00 -602849.830805
83.42  240.00 -602849.146508
84.56  240.00 -602849.673866
87.33  240.00 -602848.914766
88.39  240.00 -602849.712008
90.44  240.00 -602847.390804
93.97  240.00 -602845.098016
94.51  240.00 -602850.468884
98.05  240.00 -602842.213081
101.63 240.00 -602851.321695
102.69 240.00 -602839.081123
108.12 240.00 -602836.319314
109.49 240.00 -602852.163695
114.73 240.00 -602834.701598
117.79 240.00 -602852.934467
122.61 240.00 -602834.743624
126.02 240.00 -602853.614765
131.14 240.00 -602836.493291
133.62 240.00 -602854.169881
138.96 240.00 -602839.444942
140.25 240.00 -602854.541157
145.09 240.00 -602842.823188
145.78 240.00 -602854.695889
149.56 240.00 -602846.021772
150.17 240.00 -602854.623452
152.79 240.00 -602848.769139
153.38 240.00 -602854.314639
154.85 240.00 -602850.968504
155.24 240.00 -602853.681619
155.71 240.00 -602852.596169
76.13  250.00 -602848.243467
76.36  250.00 -602848.303603
77.16  250.00 -602848.246954
77.71  250.00 -602848.401750
79.53  250.00 -602848.395185
79.95  250.00 -602848.581996
82.79  250.00 -602848.832496
83.24  250.00 -602848.751846
85.92  250.00 -602848.966209
88.24  250.00 -602849.326179
89.21  250.00 -602848.678877
92.72  250.00 -602847.729439
94.37  250.00 -602850.077027
96.56  250.00 -602846.041959
100.83 250.00 -602843.713801
101.49 250.00 -602850.916896
105.55 250.00 -602840.993211
109.34 250.00 -602851.739751
110.68 250.00 -602838.301193
116.34 250.00 -602836.321046
117.62 250.00 -602852.477318
123.01 250.00 -602835.821095
125.81 250.00 -602853.101542
130.58 250.00 -602837.103994
133.43 250.00 -602853.582734
138.04 250.00 -602839.742002
140.14 250.00 -602853.891882
144.34 250.00 -602842.999663
145.80 250.00 -602854.036352
149.16 250.00 -602846.180190
150.33 250.00 -602854.029918
152.69 250.00 -602848.903421
153.67 250.00 -602853.865729
